# func series z0 z dz logN dlogN b db btur dbtur resol chi2r snr id
voigt FeII_2586,FeII_2600 1.8759266 1.8759225 0.0000008 12.587 0.026 2.087 0.148 0.0000000e+00 0.0000000e+00 140000.000 2.173 25.650 42.0000000
voigt FeII_2344,FeII_2382 1.8759106 1.8759276 0.0000011 12.529 0.060 1.578 0.276 0.0000000e+00 0.0000000e+00 140000.000 5.815 25.186 79.0000000
voigt FeII_2586,FeII_2600 1.8760592 1.8760298 0.0000198 12.891 0.037 20.644 2.419 0.0000000e+00 0.0000000e+00 140000.000 2.173 25.650 54.0000000
voigt FeII_2344,FeII_2382 1.8760861 1.8760999 0.0000011 13.819 0.041 4.940 0.231 0.0000000e+00 0.0000000e+00 140000.000 5.815 25.186 76.0000000
voigt FeII_2586,FeII_2600 1.8761200 1.8761034 0.0000006 13.919 0.031 4.533 0.107 0.0000000e+00 0.0000000e+00 140000.000 2.173 25.650 41.0000000
voigt FeII_2344,FeII_2382 1.8759297 1.8761244 0.0001070 12.510 0.374 18.684 7.387 0.0000000e+00 0.0000000e+00 140000.000 5.815 25.186 75.0000000
voigt CIV 3.0192488 3.0192361 0.0000094 12.378 0.035 10.799 1.056 0.0000000e+00 0.0000000e+00 140000.000 1.711 54.364 10.0000000
voigt CIV 3.0196453 3.0196423 0.0000038 12.835 0.014 11.369 0.454 0.0000000e+00 0.0000000e+00 140000.000 1.711 54.364 8.0000000
voigt CIV 3.0203977 3.0203919 0.0000135 12.493 0.035 15.687 1.568 0.0000000e+00 0.0000000e+00 140000.000 2.142 55.792 9.0000000
voigt CIV 3.0644309 3.0644293 0.0000083 12.911 0.026 14.683 1.071 0.0000000e+00 0.0000000e+00 140000.000 2.917 48.793 11.0000000
voigt CIV 3.0649123 3.0649128 0.0000132 12.933 0.051 14.305 1.856 0.0000000e+00 0.0000000e+00 140000.000 2.917 48.793 12.0000000
voigt CIV 3.1657429 3.1657594 0.0000085 13.168 0.035 8.932 0.661 0.0000000e+00 0.0000000e+00 140000.000 3.116 20.170 6.0000000
voigt CIV 3.1658970 3.1659272 0.0000085 12.704 0.102 5.374 0.752 0.0000000e+00 0.0000000e+00 140000.000 3.116 20.170 5.0000000
voigt CIV 3.1666921 3.1666799 0.0000020 14.690 0.014 25.976 0.330 0.0000000e+00 0.0000000e+00 140000.000 3.116 20.170 2.0000000
voigt CIV 3.1668918 3.1667699 0.0000250 14.913 0.622 8.381 1.952 0.0000000e+00 0.0000000e+00 140000.000 3.116 20.170 7.0000000
voigt CIV 3.1673682 3.1673955 0.0000038 12.986 0.024 7.289 0.393 0.0000000e+00 0.0000000e+00 140000.000 3.116 20.170 4.0000000
voigt CIV 3.1678306 3.1678237 0.0000022 13.201 0.012 6.906 0.218 0.0000000e+00 0.0000000e+00 140000.000 4.650 24.049 3.0000000
voigt CIV 3.3270220 3.3270688 0.0000019 13.206 0.009 8.046 0.195 0.0000000e+00 0.0000000e+00 140000.000 1.621 27.339 13.0000000
voigt CIV 3.3774462 3.3774509 0.0000146 12.864 0.065 10.312 0.973 0.0000000e+00 0.0000000e+00 140000.000 2.032 33.580 87.0000000
voigt CIV 3.3777458 3.3777587 0.0000111 13.224 0.029 13.583 0.824 0.0000000e+00 0.0000000e+00 140000.000 2.032 33.580 86.0000000
voigt CIV 3.5566109 3.5567485 0.0000543 13.037 0.079 28.258 4.805 0.0000000e+00 0.0000000e+00 140000.000 2.057 38.988 28.0000000
voigt CIV 3.5572099 3.5573041 0.0000120 13.217 0.047 17.148 0.899 0.0000000e+00 0.0000000e+00 140000.000 2.057 38.988 26.0000000
voigt CIV 3.5585110 3.5585409 0.0000186 12.927 0.038 20.799 2.130 0.0000000e+00 0.0000000e+00 140000.000 2.057 38.988 27.0000000
voigt CIV 3.5588022 3.5590285 0.0000242 12.602 0.057 15.000 0.000 0.0000000e+00 0.0000000e+00 140000.000 2.057 38.988 29.0000000
voigt CIV 3.5689581 3.5681804 0.0000449 12.658 0.135 12.102 3.332 0.0000000e+00 0.0000000e+00 140000.000 2.542 38.037 16.0000000
voigt CIV 3.5685894 3.5683539 0.0000023 13.072 0.044 4.525 0.279 0.0000000e+00 0.0000000e+00 140000.000 2.542 38.037 15.0000000
voigt CIV 3.5686191 3.5685604 0.0000171 12.879 0.073 11.487 2.056 0.0000000e+00 0.0000000e+00 140000.000 2.542 38.037 22.0000000
